,Text,label
2289,this is not a toaster it is a refrigerator,0
2443,who killed caesar,1
3942,it just adorable seeing playing turkey in the straw in a highly imaginative if occasionally cruel way,0
505,what deck of card includes the wheel of fortune the lover and death,1
461,where doe your hair grow the fastest,1
1950,a group of people pose for a picture by a metal guard rail,0
4938,enty techmeth what an easy way to count the approximate number of fish in a lake,1
8416,what is an aortic abdominal aneurysm,1
2751,their network coverage in los angeles is horrible,0
4345,tell me what city the kentucky horse park is near,1
6416,what is the price for tuberculosis drug,1
4039,what is the chemical reactivity of argon,1
6115,what is the recomended age to switch a child from a crib to a bed,1
786,what wa the price of varian associate vacuum product division,1
447,cancer survivor race for a cure,0
1949,what is tumbled marble,1
3308,abbr exp what is bph,1
7680,how many people hike,1
834,how do you say 2 in latin,1
5178,what the nearest star to earth,1
7295,what singer hit song inspired the dolly movie rhinestone,1
2361,how many different type of skunk are there,1
7707,why are there letter on the telephone why are there no q or z,1
7065,what is a urologist,1
4149,but i thought his acting wa skilled,0
2764,waste of money,0
1662,older man in a suit draw with foreign child,0
4754,who invented the game scrabble,1
2517,what south american capital is the world highest,1
6665,what exactly is radiation,1
3136,what actress ha received the most nomination,1
5032,how many time a day doe the typical person go to the bathroom,1
6079,what international amateur sport spectacle wa first telecast in,1
5723,loc state what new england state carry the telephone area code 27,1
3039,what relative of the racoon is sometimes known a the,1
2040,this is not a flute it is the wind,0
3774,this wa such an awesome movie that i bought it off of ebay,0
7487,what actor who had greatest fame on tv became the father of triplet,1
1751,who played the title role in my favorite martian,1
3058,this doe not fit the palm tungsten and it broke the first time i tried to plug it in,0
7921,how many inch over six foot is,1
6320,what are the lyric to smelly cat,1
7722,what is the location of edinburgh scotland,1
2955,i have purchased these for both family and friend and all enjoy their clarity and ease of use,0
5471,what color s appear on box of kodak film,1
4158,technically the film is well made with impressive solid acting and effective music from riz ortolani particularly good is a recurring unaccompanied female vocal that sound like it coming from a distant hill,0
7728,wa a native of what country,1
3583,who invented the toothbrush,1
5968,what is the fine for having a dog on a beach,1
343,two older men in gray jacket,0
1654,a group of people are sitting together at a picnic table,0
1217,what the most popular form of bridge,1
7385,enty event what wa the longest war in history,1
4406,how many elevator do you ride to reach the top floor of the empire state building,1
3137,what are equity security,1
1039,two dog are shaking water off,0
1364,what are bellwort,1
4528,what is real time processing,1
6971,what kind of habitat doe the scorpion live in,1
4115,you can find better movie at youtube,0
6338,what is,1
3667,the attention given to every character and complex psychological portrayal detailing loyalty treachery love and hope are tremendous,0
136,a group of people are standing at the front of the room preparing to sing,0
6081,who baby wa on the popeye cartoon,1
3354,just reading on the spec alone make you say wow,0
3117,how much money doe a back injury lawsuit get,1
3459,what make popcorn pop,1
553,seven people are sitting at a picnic table with evergreen tree in the background,0
735,what is the wingspan of a condor,1
2246,this is not a poplar it is fuel,0
1773,how can i find a list of fax and or email address for human resource department in massachusetts,1
6999,where can i read about,1
3414,what country people are the top television watcher,1
6832,who accompanied on his mission,1
3667,what asian leader wa known a the little brown saint,1
2221,this is not a yacht it is a sleigh,0
3974,what golfer ha been called ohio fat and blobbo,1
4897,what tv series changed the name to protect the innocent,1
5122,what is the one thing you need before you can purchase life insurance,1
284,a group of hiker are climbing up a snowy mountain,0
6216,how much money doe the sultan of brunei have,1
2154,what do the number 1 2 and 4 mean on bottle,1
363,a man in red is playing the violin,0
1284,what is the quickest and easiest way to get nail polish out of clothes,1
5294,what caribbean island is northeast of trinidad,1
6934,what happened to,1
140,an older man in a red sweatshirt stand in front of a group of child sitting on bench in front of him,0
6833,what doe n pa mean,1
6846,how do you do a bibliography page,1
4320,what is the brand name of daminozide,1
645,who graced the airwave with such pearl a do ya meget naked baby,1
420,three people two seated on a large rolled up piece of artifcial turf and a female standing talking to one of the seated men,0
4610,who took the toy donated for the doodyville orphan fund and kept them for himself,1
3235,i do like this nokia either,0
6302,how far is yaroslavl from moscow,1
3336,logitech bluetooth headset is a,0
101,what is the origin of the word attic,1
5731,how long do hermit crab live,1
388,what cbs soap opera wa interrupted by the bulletin of assassination,1
3784,what is the most heavily caffeinated soft drink,1
2048,this is not a wasp it is an insect,0
3490,what wa the first lifesaver flavor,1
699,name the disposable razor that cost about 19 cent,1
1786,men standing around a cement truck on a construction site,0
3429,waste your money on this game,0
610,who played in the film stagecoach,1
1926,two friend having a laugh,0
5170,what is a fear of motion,1
1729,what year did start,1
6568,who wrote the bible,1
1816,what three european country begin with the letter a,1
800,on wooden step leading to a porch a blond woman in denim short sits next to another person whose face is obscured by a baseball cap,0
2032,this is not a yacht it is sailing,0
2810,what pulitzer novelist ran for mayor of new york city,1
114,what is the largest snake in the world,1
4318,the story line is totally predictable,0
1588,what were the trial called which followed world war ii,1
3302,problem is that the ear loop are made of weak material and break easily,0
3734,what county is chicago in,1
186,what cause pneumonia,1
558,an older gentleman is holding a conference,0
332,a crowd of people ice skating outside in,0
1666,who wa the author of the novel far from the madding crowd,1
2470,what money wa used by them,1
7894,enty letter what are the first and last letter of the greek alphabet,1
2163,this is not a wasp it is a mole,0
29,which two state enclose chesapeake bay,1
4081,a good film by a great director,0
5734,what were you born in if your birthstone is sardonyx,1
3926,which is the largest clock diameter wise in europe,1
951,some people in a subway train,0
2433,you need at least 3 min to get to your phone book from the time you first turn on the life is short,0
5213,what animal acted a lapwarmers for american colonist in church,1
3693,his use of the colour of the french flag in the three film wa nothing short of incredible every shot every scene wa like a work of art,0
3276,doe not work for listening to music with the cingular 8 25,0
3559,what are the nordic nation,1
1977,what is damage to business and government caused by bureaucracy,1
7454,what is the origin of music,1
3253,what school in the washington dc nn nn vbp nn nn nn nn,1
7263,where did the real nicholas live,1
5305,whose image is alleged to be on the shroud of turin,1
6970,who is,1
2130,this is not a jacket it is function,0
1505,where doe the santa fe trail begin and end,1
3984,what boob tube bomb took astronaut back to prehistoric time,1
4292,the story is lame not interesting and never really explains the sinister origin of the puppet,0
2624,i usually do like headband but this one is very lightweight doe mess up my hair,0
7052,what race is 1 137 mile long,1
220,what is the design of the ship titanic,1
8134,what film had portraying a cartoonist,1
367,what jewish holiday saw mideast war,1
8412,what argentine revolutionary fought with and died in bolivia in,1
3478,i glad this pretentious piece of did do a planned by the dodge stratus it gon na help movie maker who are in the very restrained movie business of québec,0
2997,for the price on amazon it is an excellent product which i would highly recommend,0
245,a female worker wearing a white uniform is preparing a flaming dish at a banquet table under a green yellow and white tent,0
804,whose cover is that of an employee of universal import and export,1
160,a group of musician perform in a room before a crowd of people including one man wearing a checkered jacket and a girl with pink hair,0
2527,the bt headset wa such a disapoinment,0
1996,a man in an orange shirt look at an orange object with decal on it,0
1259,where is rider college located,1
7479,what two country is nestled between,1
1834,what kind of guitar did play,1
2715,this is definitely a must have if your state doe not allow cell phone usage while driving,0
3602,name the operating system that run on machine,1
4041,what is the origin of the term the brooklyn side in bowling,1
3317,enty techmeth what is the best way to remove wallpaper,1
7575,how much did the first doll sell for in,1
1125,why did egyptian shave their eyebrow,1
6129,what two japanese city are spelled with the letter o o t and y,1
3674,i thoroughly enjoyed it when took control of the tardis and the continuation of the series,0
577,the staff of a dhl pose outside of the building for a group photo,0
7877,what is all about,1
872,musician play a white electric guitar with a band at an outdoor concert,0
1014,what is the washed vodka,1
1278,people gathered around an olive vendor at a farmer market,0
1587,a person bundled and head covered laying on the sidewalk,0
832,what are some tip for building a fire in a fireplace,1
1326,how many game are played in a tournament,1
8190,where were the summer olympics held,1
3226,doe work,0
6010,what the farthest planet from the sun,1
1895,a young man is skateboarding on a cement block wall,0
3113,the phone crashed completely and now i have to get it replaced,0
1155,a man on a horse lasso a cow,0
102,what did do to hair,1
4139,what country wa the setting of you only live twice,1
6792,how do ant have sex,1
4392,i never walked out of a movie faster,0
1396,what doe stand for,1
2155,this is not a truck it is a motorcar,0
6460,what did post on the church door at wittenberg,1
4452,whose cupboard wa bare,1
291,where wa born,1
5136,what character did play on the phil silver show,1
4348,both rickman and stowe play their role to the hilt in this tale of a childrens book writer who maybe ha written a subversive tract,0
2075,what is the u federal government website for standard industrial classification code sic,1
1394,a man is walking towards an orange van,0
3278,the bottowm line another worthless cheap gimmick from sprint,0
3052,the charger arrived within the promised timeframe but it did not work,0
3060,i love the look and feel of samsung flipphones,0
2201,this is not a wasp it is a dragonfly,0
7699,what wa the living room war,1
3406,a bit predictable,0
1997,a man in an orange shirt looking at an orange object,0
3343,it is easy to turn on and off when you are in the car and the volume control are quite accessable,0
2973,who is the president of the spanish government,1
4120,it is even an achievement a a or movie,0
4132,which is the only villain to appear three time,1
3309,what is the fastest commercial automobile that can be bought in the u,1
2212,this is not an alligator it is force,0
2086,this is not a beaver it is a salamander,0
6392,what hall of fame pitcher started three world series game for the new york yankee in,1
2610,what is tetrinet,1
1126,the policeman walk with his german shepherd,0
1929,six young kid playing soccer on a sunny day,0
3404,what predator exist on antarctica,1
6117,when is the closest to the earth,1
2727,rip off over charge shipping,0
2786,what is recruitment interview technique,1
3475,what child tale contains the line come cinderslut and hold this skein of wool for me,1
1044,a toddler sits on the floor amid a floury mess that he ha created with his hand still in the flour container,0
4339,people who like european film and art movie will like this movie,0
6199,what is a swatch,1
77,the corpus callosum is in what part of the body,1
5719,what is the largest city in germany,1
5511,what is the difference between the anus and the rectum,1
203,a male athlete in red and yellow is diving toward a badminton birdie,0
2044,this is not a yacht it is a variety,0
7305,when is birthday,1
757,what is the longest place name in the,1
6280,what is time,1
907,what mountain range is traversed by the highest railroad in the world,1
4347,simply beautiful,0
3588,garbo who showed right off the bat that her talent could carry over from the silent era i wanted to see some of her silent work but doe seem to be stocking them,0
183,what is the occupation of,1
3201,if there is a wind it is completely useless,0
3259,what la vega hotel burned in with the loss of 84 life,1
7194,who is the french literary charcter who is chiefly famous for his enormous nose,1
7355,what is the population of arcadia florida,1
5973,who is the president of the spanish government,1
5386,which of the following did not receive a outstanding mother award from the national mother day committee,1
2755,first off the reception suck i have never had more than 2 bar ever,0
1488,a person dressed in brown and gray walk down a long street lined with building with tiled roof,0
1098,where is guam,1
6061,how many year make up a lustrum,1
1753,what is a fear of fur,1
6741,what make black hill south dakota a tourist attraction,1
5182,how do i register a trade name in north carolina,1
7128,num weight what do englishman weigh themselves in,1
331,what is the normal resting heart rate of a healthy adult,1
2739,advertises for what soft drink,1
8299,what do the figure represent on the easter island,1
4327,who developed the first polio vaccine,1
3219,what organization office were broken into at watergate in,1
2076,this is not a chair it is a sofa,0
937,in the pouring rain a marathon runner smile big a he approach group of bystander a the pace car drive along behind him,0
5468,what once declared if you seen one slum you seen them all,1
4157,this scene is very strong and unpleasant,0
7161,what two new york yankee pitcher swapped wife and family,1
454,a young boy on his bike ride past a table and look around him,0
229,a large orange dog and a little orange dog with another third dog in the grass,0
6940,what is another name for nearsightedness,1
8076,what wa the dead man hand,1
2079,on what date did become a symbol of the civil right movement for refusing to give up her seat on the bus,1
80,what is nebraska most valuable resource,1
1683,what happened in dogtown in to make that year remembered,1
1404,when were fish first believed to be found on earth,1
6151,who led the opposition when konrad adenauer wa chancellor in germany,1
358,three puppy on a couch next to a bottle of milk,0
7337,what is a biologist,1
2031,this is not a coat it is measure,0
7837,what north american city boast the biggest polish population,1
5287,shea and gould closed their los angeles office for what reason,1
5453,what film featured a a prostitute and a a pimp,1
3726,the setting are a dry and a barren a the dialogue,0
898,two people walking on a street with barren tree,0
5755,how many tree go into paper making in,1
2871,great software for motorolas,0
1709,two large dog run in green grass with water in the background,0
426,what famous model wa married to,1
6313,what country flag is field green,1
1971,what were the city of a tale of two city,1
2522,how many county are in indiana,1
2944,worst software ever used if i could give this zero star i would,0
7578,what are the seven deadly sin,1
4401,what are the three animal in the incredible journey,1
1944,a man wearing a breathing filter is painting some mark with red paint on a large blue painting,0
5559,what happens when a body part fall asleep,1
1336,what asian spiritual and political leader wa married at,1
517,how many year is johnnie walker black label aged,1
7460,loc state what state boast leif ericson park,1
852,what is her profession,1
7124,what wa the name of of the yukon lead dog,1
8343,what kind of car did ask the lord to buy her,1
1589,a girl in a flowered dress is carrying a pink bucket down a path next to a fence,0
3314,what day wa pearl harbor attacked in,1
1924,what major victorian novelist spent a much time working for the post office a he did writing,1
5435,what is the biblical meaning of stone,1
3570,what wrestling star became the incredible hulk,1
593,what approaching when a cyclist shout oil,1
6863,how many people did the united nation commit to help restore order and distribute humanitarian relief in somalia in,1
19,what is an annotated bibliography,1
8384,when did president and all die,1
3925,and if that is enough of a mess of a movie for you the picture is also marred with a constant use of studio set and indoor exterior,0
5342,what is the size of argentina,1
984,a man with a bowtie made out of a dollar and wearing glass is looking into the camera,0
136,what actress ha received the most oscar nomination,1
4598,how can you prevent it,1
2807,i came over from verizon because cingulair ha nicer cell phone the first thing i noticed wa the really bad service,0
7257,abbr exp what is sap,1
490,what wa the first lifesaver flavor,1
8410,how much did the investigation cost,1
2413,what attorney work for the center for the defense of free enterprise,1
3393,where is basque country located,1
6103,in which sport is there a scrum,1
1411,what city wa nominated for president in,1
361,a man with a mustache face paint and a matching red hat and shirt is playing the violin,0
6288,what is the population of mexico,1
4761,what is a dangling participle,1
2851,what is a virtual ip address,1
3975,who murdered and on,1
8404,in did compile his hitting streak,1
1086,a very young female is sitting and looking at a book she is about to open,0
6524,who are the president of mexico and indonesia,1
6786,what is date of birth,1
4179,where can i find a list of all the company in america that offer a direct stock purchase plan,1
6684,how many millimeter are in a mile,1
2010,who directed the wild bunch,1
4286,what the no 1 killer in industrialized country,1
2573,superb phone on a great network,0
2018,what developed a crack in while tolling the death of chief justice,1
5531,what doe a woman want,1
5709,what is a chinese spouting bowl,1
668,what is the abbreviated expression for the national bureau of investigation,1
7765,what are the wolverine habit,1
8083,what london street claim to be the world center for men tailoring,1
755,how many time ha been recorded,1
171,bagpiper on the street of a city,0
5537,how do i check if my modem is compatible,1
708,two young men one wearing a black shirt and the other wearing a white shirt are looking at paper on a table,0
7550,who is currently the most popular singer in the world,1
1493,what is illustrated man illustrated with,1
647,men parading in kilt and playing instrument,0
5936,which of the following celebrity wa not born in philadelphia,1
4803,what is the current ticket fare from from cairo to barbados,1
7628,what current affect the area of the shetland island and orkney island in the north sea,1
1598,how can you prevent it,1
2164,why can ostrich fly,1
2259,on which date is the ukrainian,1
3522,what country ha the most time zone with 11,1
3862,what is the student population at the university of massachusetts in amherst,1
549,what kind of file ha the extension,1
5828,what doe caliente translate to in english,1
1183,a guy is riding and ha on an interesting helmet,0
5187,who wa the russian ambassador to hungary during the uprising,1
2274,what is the smallest thing seen under the most powerful microscope and how big is it,1
5720,what is a fear of cholera,1
2147,this is not lemon it is mint,0
6173,what actress autobiography is titled shelley also known a,1
889,who is actress current actor boyfriend,1
2979,verizon tech support walked my through a few procedure none of which worked and i ended up having to do a hard wiping out all my data,0
3312,my phone sounded ok not great ok but my wife phone wa almost totally unintelligible she could understand a word being said on it,0
8243,who wa the star witness at the senate watergate hearing,1
7996,what cause a person to have constantly sweaty hand and foot,1
4049,how can i find out how much income tax is paid on social security income on the income tax,1
4381,who is the best known villain of the 165 gunpowder plot,1
2088,this is not a chair it is a saddle,0
1542,a woman with a purple shirt sowing on the side of the street,0
5593,what a short ton,1
1256,a small toddler wearing a stripe shirt and purple pant run happily down a sidewalk,0
5307,what general wa for criticizing american air power,1
961,a woman with brown hair is photographing a woman in front of a painted column,0
6059,what country wa the chancellor of,1
7319,what relative of translated war and peace eight time,1
2344,this is not broccoli it is leek,0
4543,what will happen when sodium is put in water,1
3351,what is the speed of the mississippi river,1
3082,what is the origin of head louse,1
3270,enty techmeth what are other way of getting stretch mark besides pregnancy weight loss and weight lifting,1
285,what is california capital,1
5336,what the term for an organism that life on or in another,1
4301,there is however some pretty good acting at least for this type of film,0
1896,what wa the name of dog,1
2669,worked perfectly,0
4862,what chocolate company give you a kiss,1
2845,very happy with this product,0
2964,cumbersome design,0
409,what golfing accessory wa patented by on,1
1722,a girl stand on a gravel road a the sun set,0
5193,where is natick,1
6080,what is the origin of the word amen,1
1512,2 young childern in bathing suit and goggles wearing swimsuit and sand toy playing on a bed,0
7196,what country surround san marino the world smallest republic,1
7163,what is the history of hot wheel car and how are they produced,1
4319,not much dialogue not much music the whole film wa shot a elaborately and aesthetically like a sculpture,0
1117,some people in a park with a dog and folding chair,0
7080,what happened in the city of in,1
2712,where doe the tennis star come from,1
2915,i received my order well within the shipping timeframe everything wa in good working order and overall i am very excited to have this source,0
7724,how long do you have to live in a community to vote,1
3300,the cutout and button are placed perfectly,0
3872,i wa very uneasy with how bad this movie wa but not scared at all,0
476,black man in a nice suite that match the rest of the choir he singing with near a piano,0
5108,what is drew barrymore email address,1
7466,how much in mile is a ten k run,1
663,a man holding a bottle is standing over a grill,0
8225,how can i enforce new rule to a group of youngster who have been allowed to do a they please,1
4395,what actor and world war ii airman had a 5 0 bounty put on his head by hermann goering,1
7244,what is the difference between a board of director and an advisory board,1
5160,what california desert is dubbed high desert,1
4008,what cause someone to be ticklish,1
6730,what movie wa a remake of old acquaintance,1
7954,what is the name of the planet that the live on,1
6409,who directed the first cartoon,1
578,a group of dhl employee pose in the parking lot for a photograph,0
3605,it probably would have been better if the director had spent most of the movie showcasing his own art work which really is that noteworthy,0
2326,this is not a coat it is a satin,0
3965,what type of water pollution are there,1
3827,how much wa the minimum wage in,1
2278,how do you say in irish,1
2893,plug wa the wrong size,0
2266,what fuel do airplane use,1
320,four construction worker stand on a road in the process of being rebuilt none of them are working,0
3050,the earpiece on this is too large or too heavy it keep falling out of my ear,0
940,who wa president of costa rica in,1
7204,what make you fat,1
1265,two men are standing in a group appear to look at something,0
7526,what year did die,1
7176,how can i get someone email address,1
1762,what tokyo street glitter with famed department store and nightclub,1
1455,what is the difference between jazz and blue,1
3022,all the other case i tried normally fall apart after but this one seems to be in for the long haul,0
2319,this is not a dagger it is a hammer,0
8184,where are there aborigine,1
3027,i recommend igo to anyone with different brand cell player in the family,0
1670,what is the function of the appendix,1
6517,what is the best art and design school in the world,1
2889,it is super charged up for use a a small hybrid and excels in those role,0
3841,the last 5 minute of movie are also not bad a well,0
448,when doe the average teenager first have intercourse,1
997,what is an example of an actual case of using the fourteenth amendment,1
3552,what is a wop,1
7131,enty event what is the name of the occurrence in which british troop killed over 3 unarmed indian protestors,1
1234,name of scholar on whose literal translation from the chinese and japanese depended,1
7777,who invented television,1
6667,who is,1
7643,name an american made motorcycle,1
6078,what baseball great plugged,1
1638,why can woman serve in the navy on board submarine,1
6368,is of what nationality,1
4305,what meter did use in writing to be or not to be that is the,1
239,a man sits on a blue scooter in the street,0
5844,what labor leader wa last seen in the parking lot of a michigan restaurant,1
7746,what is the definition of cecum,1
6491,what kind of poisoning is known a plumbism,1
5311,approximately how many student are enrolled at the university of massachusetts,1
1224,a man with a cowboy hat is riding a horse that is jumping,0
6408,what city is served by tempelhol airport,1
4699,who wa credited with saying i never met a man i did like,1
2938,where is the biggest bell,1
7900,how many language are there in the world,1
6481,what the highest possible bid in contract bridge,1
2835,what are difference,1
4878,what river doe the grand coulee dam dam,1
4076,this is an excellent film,0
3339,who wa the first woman golfer to earn a million,1
3144,stay away from this store be careful,0
5142,abbr exp what doe lol mean,1
14,what is considered the costliest disaster the insurance industry ha ever faced,1
1812,what is the hair style called that new military recruit receive,1
2976,who invented the stethoscope,1
5625,what two country are linked by the,1
3288,what european country is home to the city of,1
2875,the volume switch rocketed out of the unit to a destination unknown,0
7942,where did the japanese imperial force surrender to end wwii,1
1969,what is flintknapping,1
3027,what is the highest waterfall in the united state,1
85,a gymnast performing on the balance beam in front of an audience,0
8379,what is the history of the soft drink,1
6040,what is it like to experience a near death episode,1
2846,what motto ended merrie melody cartoon,1
2971,name the who wa always after,1
2490,worked great,0
8279,what planet gave bith to superman,1
1732,what ever happened to the once popular yale lock company,1
162,what the colored part of the eye called,1
8147,what is the s p 500 used for,1
2576,how long doe it take for your blood to make one complete trip through the body,1
3223,the shipping time wa also very quick,0
4910,what national league baseball team employed 72 third baseemen in it,1
754,who delivered his last newscast on,1
2073,what are cobol fortran and,1
4475,where can i find all the information i need to know about the english civil war,1
4524,what wa the death toll at the eruption of mount pinatubo,1
3129,when did the bounty mutiny take place,1
2951,what is the highest roman numeral,1
1005,what famous singing cowboy owns the california angel baseball team,1
3030,i did not have any problem with this item and would order it again if needed,0
3935,what are the chemical used in glowsticks,1
3472,i would say they worth 2 hour of your time though,0
4654,how can you be happy,1
6169,on which date doe the running of the bull occur in pamplona spain,1
1252,what baseball team owner and sailor is known a,1
1317,name the blind sculptress in love with the fantastic four thing,1
6683,how many furlong are there in a recetrack,1
3489,what tv sitcom character had the maiden name,1
6848,what drink contains a many type of rum a possible,1
7770,what played at wembley stadium london every,1
1938,what an easy way to count the approximate number of fish in a lake,1
3407,what beer advertised that it had three ring,1
4053,also great directing and photography,0
2354,what wa real name,1
8394,how many soldier were involved in the last panama invasion by the united state of america,1
4760,what city in the experienced the most growth recently,1
8421,when did communist control end in hungary,1
774,what wa connecticut first constitution called,1
6063,who is the mathematician that won the noble prize for literature in,1
1418,a group of people waiting to ride boat,0
2535,my headset work just,0
6111,what is the scotch for people who know the difference,1
3624,he can bore you to piece and kill the momentum of a movie quicker than anyone else,0
2481,what doe get out,1
2801,what role do fruit play in the survival of plant,1
3803,i rather enjoyed it,0
3356,i really like this product over the motorola because it is allot clearer on the ear piece and the mic,0
1283,how do i install a tile floor,1
2060,what is the dot on an the letter i called,1
4237,he surely doe know how to make a coherent action movie from the screenwriter of air force one who wa only obliged to write the script just for a big sum of money,0
1191,a jewish family having a meeting,0
1294,a girl posing on a open stone walkway for a picture taken by a friend,0
2188,who hold the nfl record for most touchdown in,1
457,what musical instrument did play in from here to eternity,1
5157,what the population of biloxi mississippi,1
4333,where can i find example of legal case about the individual with disability education act,1
1517,a man in a red shirt calling someone while a tree is down on the pavement,0
3898,the entire audience applauded at the conclusion of the film,0
2600,it make very strange ticking noise before it end the call,0
7972,what commodity shortage wa the largest single factor in keeping north american car off the road during world war ii,1
3454,excellent cast story line performance,0
7223,where is the oldest living thing on earth,1
4226,an exceptional actor who played supporting role in many film of the era is a proud black man who is accused of murdering a white man in the south,0
2090,this is not a swan it is a shrimp,0
2826,what is the term for the side of the mountain that face the prevailing wind,1
3704,what the nickname of oddsmaker,1
3403,what is the television series,1
540,name a movie about the sioux indian starring,1
7743,what temperance advocate wielded her hatchet on saloon,1
8226,what character in the beverly hillbilly ha the given name,1
1682,who portrayed the man without a face in the movie of the same name,1
6282,what is the name of the largest city in chile south america,1
802,what president showed a fondness for munching on bee pollen bar,1
1874,what is pasta,1
1678,what are the largest library in the u,1
121,which two product use a tiger a their symbol,1
7807,what country saw the origin of the asian flu,1
883,what breed of dog wa the little rascal dog,1
3976,with the originality and freshness of the first movie now spent this remake had little else to offer,0
3710,this is such a fun and funny movie,0
895,how many casino are in atlantic city nj,1
110,where do chihuahua come from,1
1402,a man is playing the saxophone,0
2265,what country cover 8 600 387 square mile,1
161,what is the busiest air travel season,1
1810,what month date and year did i die,1
2229,this is not an alligator it is word,0
3717,and i really did find them funny,0
6301,where wa the first zoo in the,1
3139,how many year do fossil take to form,1
3256,if i take a picture the battery drop a bar and start beeping letting me know it dieing,0
1001,when did iraqi troop invade kuwait,1
2529,the accompanied software is almost brilliant,0
4001,when did iraqi troop invade kuwait,1
2407,what year wa the atm first introduced,1
556,an older man in a suit give a presentation to other businessmen,0
7812,what newspaper will help you see clearer across the usa,1
2384,what is her husband name,1
442,how much snow equal an inch of rain,1
231,two dog and a puppy,0
3209,which company created the internet browser mosaic,1
2803,i especially love the long battery life,0
4258,if there wa ever an indication of a writer and a director ability to meld two highly volatile temperament into a seamless union of creativity then this is it,0
5554,what country boast the southernmost point in continental europe,1
7988,what four element make up 90 percent of the human body,1
267,a man in green and white is riding on a bicycle,0
2902,name a female figure skater,1
4290,it one of the most boring horror movie from the 9 mainly because it start slow and center in a boring atmosphere,0
597,a young man dressed in classic grunge gear grind a rail on his skateboard,0
2793,who first broke the sound barrier,1
6000,who portrayed the cowardly lion in,1
1882,a man without a shirt on is rock climbing,0
623,two men are pointing at picture around the head of a third man,0
3088,who were the five brother,1
1868,where is amsterdam,1
6184,which of the following famous people doe not paint a a hobby,1
3590,this movie suffered because of the writing it needed more suspense,0
98,a surfer fly over a crashing wave,0
4734,what did a aztec athlete get for putting a rubber ball through a ring,1
41,what wa colonel the first to drill,1
2507,i purcashed this for the car charger and it doe not work,0
123,a man with dead chicken and basket of chicken egg,0
2297,how old is,1
6886,what is the computer for the rest of u,1
8436,what money wa used here,1
3056,talk about useless customer service,0
3653,what are shooting star,1
1807,a group of men and woman dancing outside,0
5894,what do goldfish lose if kept in or running water,1
2618,where is romania located,1
358,what cause the redness in your cheek when you blush,1
6585,how many eye doe a coconut have,1
8082,how many quart of whole milk is needed to make one pound of butter,1
8439,what is the highest continent,1
137,what are equity security,1
7574,what president wa buried at his ancestral home overlooking the hudson river at hyde park new york,1
1220,a lady with a red is sitting in a green chair and talking while using her laptop,0
4577,what is the exchange rate for australian to american money,1
5706,who said what contemptible scoundrel stole the cork from my lunch,1
591,three skateboarder are in a park,0
3209,it work 2 it is comfortable,0
6955,who wa the last woman executed in england,1
8018,what is cosmology,1
5436,which organization is the security council a part of,1
1089,in the snow a person on a board traverse down a concrete wall beside bleacher,0
4419,loc state what state full of milk and honey wa the destination in the grape of wrath,1
1863,a man on a street corner work on a drawing,0
2995,name the two actress daughter of,1
4048,nothing short of magnificent in this film,0
1096,the yellow dog is running next to a bush on a path in the grass,0
3375,oh the charger seems to work fine,0
1090,what is a fear of hell,1
7449,how do they get teflon to stick to the pan,1
7523,what did abolitionist try to end,1
2707,what a water funnel,1
1774,how do i write to my congressman,1
2780,same problem a others have mentioned,0
5725,in what county is,1
7310,who starred with in modern time and the great dictator,1
1303,what doe the technique called cold fusion produce,1
2519,name a civil war battlefield,1
817,what is mississippi state animal,1
800,who wa the first black golfer to tee off in the master,1
4112,who said soldier win the battle and general get the credit,1
522,woman in a white shirt and blue short playing tennis,0
4226,who wa the king who wa forced to agree to the magna carta,1
417,a man grab the spoke of his bicycle while he jump,0
645,men in traditional scottish attire marching and playing bagpipe,0
7383,what drink is the best,1
3784,after watching this film i wanted to learn more about the work of this artist,0
19,man groom a tree while a child help him,0
6145,what craft wa captained by,1
2961,what famed river flow through bagdad,1
874,a musician jamming out on his white guitar at a concert,0
4100,but she is still a bad actress repeating her robotic face move in each of her picture,0
8231,where did makeup originate,1
2726,,0
4247,enty instru play which instrument,1
5632,who is the sexiest woman in the world,1
7859,how is saline used in medicine,1
2923,how many american have hiv,1
7893,what is the amount of money owed for illegally having a dog on a beach,1
435,a couple of people are sitting on a big staircase,0
202,how did die,1
935,what are the chemical used in glowsticks,1
5472,where did the inuit live,1
7488,what is the homelite home page,1
328,a boy in a red is riding a pool broom like a horse in an empty pool,0
1776,a man in a black suit with a black briefcase hold a sign and hand out flier,0
7652,what doe a chef coddle egg in,1
477,how many referee work a soccer game,1
1513,two young girl wearing swim goggles are sitting on a bed,0
3656,what the tallest building in new york city,1
2378,this is not a sparrow it is a click,0
7212,how doe like his martini,1
3163,in addition it feel amp look a if the phone is all lightweight cheap plastic,0
7133,who make the die hard car battery,1
368,1 woman in a black jacket is drinking out of a bottle while others are smiling,0
4118,that how i describe this painfully dreary of a film,0
2393,this is not a television it is an hdtv,0
3540,it is an hour and half waste of time following a bunch of very pretty high schoolers whine and cry about life,0
3155,the nano stated son wa dissapointed,0
1943,young boy in blue shirt skipping by chain link fence,0
119,three younger woman sit outside and have a chat,0
260,when did mount helen last have a significant eruption,1
1404,a young man with his back to the camera is being watched by youth sitting at two picnic table before a backdrop of grass and tree,0
2841,when did they canonize the bible,1
2837,if you do find it too bad a again the unit come with one earpad would not recommend this to anyone,0
